Region;SubRegion;Country;CountryCode;Year;DrugGroup;Drug;SpecificDrugName;KgEquivalent;Comment
Europe;Western and Central Europe;Latvia;LVA;2016;Cannabis-type;Hashish (resin);;3;
Europe;Western and Central Europe;Latvia;LVA;2016;Cannabis-type;Cannabis plants;;50;
Europe;Western and Central Europe;Latvia;LVA;2016;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Cannabis-type;Other types of cannabis;Tetrahydrocannabinol (THC);0;
Europe;Western and Central Europe;Latvia;LVA;2016;Cannabis-type;Other types of cannabis;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Heroin;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Opium;Raw and prepared;1;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Tramadol;1;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Tramadol;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Methadone;1;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Carfentanyl;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Fentanyl;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Opioids;Pharmaceutical opioids;Carfentanyl;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Cocaine-type;Cocaine salts;;34;
Europe;Western and Central Europe;Latvia;LVA;2016;Cocaine-type;Coca leaf;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Cocaine-type;Non-specified coca/cocaine type;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;ATS;Amphetamine;;2;
Europe;Western and Central Europe;Latvia;LVA;2016;ATS;Methamphetamine;;17;
Europe;Western and Central Europe;Latvia;LVA;2016;ATS;Ecstasy-type substances;;1;
Europe;Western and Central Europe;Latvia;LVA;2016;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Phenethylamines;4-Fluoromethamphetamine (4-FMA);0;
Europe;Western and Central Europe;Latvia;LVA;2016;ATS;ATS;Amphetamine/methamphetamine;0;
Europe;Western and Central Europe;Latvia;LVA;2016;ATS;ATS;Amphetamine/methamphetamine;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;Benzodiazepines;;4;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;GHB;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;GHB;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;Non-specified sedatives and tranquillizers;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;Non-specified sedatives and tranquillizers;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Sedatives and Tranquillizers;Benzodiazepines;Clonazepam;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);0;
Europe;Western and Central Europe;Latvia;LVA;2016;Hallucinogens;Other Hallucinogens;25C-NBOMe (NBOMe-2C-C, 2C-C-NBOMe, Cimbi-82);0;
Europe;Western and Central Europe;Latvia;LVA;2016;Hallucinogens;Other Hallucinogens;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Synthetic cannabinoids (Spice);;1;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Synthetic cannabinoids (Spice);;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Synthetic cannabinoids (Spice);;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Synthetic cathinones;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Synthetic cathinones;;0;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;GBL;;19;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Piperazines;MCPP (meta-Chlorophenylpiperazine);4;
Europe;Western and Central Europe;Latvia;LVA;2016;Substances not under international control;Piperazines;MCPP (meta-Chlorophenylpiperazine);0;
Europe;Western and Central Europe;Lithuania;LTU;2016;Cannabis-type;Marijuana (herb);;68;
Europe;Western and Central Europe;Lithuania;LTU;2016;Cannabis-type;Hashish (resin);;551;
Europe;Western and Central Europe;Lithuania;LTU;2016;Opioids;Heroin;;28;
Europe;Western and Central Europe;Lithuania;LTU;2016;Cocaine-type;Cocaine salts;;3;
Europe;Western and Central Europe;Lithuania;LTU;2016;ATS;Amphetamine;;3;
Europe;Western and Central Europe;Lithuania;LTU;2016;ATS;Methamphetamine;;7;
Europe;Western and Central Europe;Lithuania;LTU;2016;ATS;Ecstasy-type substances;;8;
Europe;Western and Central Europe;Lithuania;LTU;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Lithuania;LTU;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Luxembourg;LUX;2016;Cannabis-type;Marijuana (herb);;21;
Europe;Western and Central Europe;Luxembourg;LUX;2016;Cannabis-type;Hashish (resin);;1;
Europe;Western and Central Europe;Luxembourg;LUX;2016;Cannabis-type;Cannabis plants;;36;
Europe;Western and Central Europe;Luxembourg;LUX;2016;Opioids;Heroin;;3;
Europe;Western and Central Europe;Luxembourg;LUX;2016;Cocaine-type;Cocaine salts;;2;
Europe;Western and Central Europe;Luxembourg;LUX;2016;ATS;Amphetamine;;1;
Europe;Western and Central Europe;Luxembourg;LUX;2016;ATS;Ecstasy-type substances;;5;
Africa;Eastern Africa;Madagascar;MDG;2016;Cannabis-type;Marijuana (herb);;3;
Africa;Eastern Africa;Madagascar;MDG;2016;Opioids;Heroin;;0;
Africa;Eastern Africa;Madagascar;MDG;2016;Cocaine-type;Cocaine salts;;0;
Asia;East and South-East Asia;Malaysia;MYS;2016;Cannabis-type;Marijuana (herb);;2945;
Asia;East and South-East Asia;Malaysia;MYS;2016;Cannabis-type;Cannabis plants;;2;
Asia;East and South-East Asia;Malaysia;MYS;2016;Opioids;Heroin;;440;
Asia;East and South-East Asia;Malaysia;MYS;2016;Opioids;Opium;Raw and prepared;1;
Asia;East and South-East Asia;Malaysia;MYS;2016;Cocaine-type;Cocaine salts;;253;
Asia;East and South-East Asia;Malaysia;MYS;2016;ATS;Methamphetamine;;718;
Asia;East and South-East Asia;Malaysia;MYS;2016;ATS;Methamphetamine;Liquid methamphetamine;429;
Asia;East and South-East Asia;Malaysia;MYS;2016;ATS;Methamphetamine;YABA;81;
Asia;East and South-East Asia;Malaysia;MYS;2016;Sedatives and Tranquillizers;Benzodiazepines;Erimin (Nimetazepam, Happy Five);19;
Asia;East and South-East Asia;Malaysia;MYS;2016;Sedatives and Tranquillizers;Benzodiazepines;;19;
Asia;East and South-East Asia;Malaysia;MYS;2016;Substances not under international control;Plant-based NPS;Mitragyna speciosa (kratom);124718;
Asia;East and South-East Asia;Malaysia;MYS;2016;Substances not under international control;Plant-based NPS;Mitragyna speciosa (kratom);274421;
Asia;East and South-East Asia;Malaysia;MYS;2016;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;380;
Asia;East and South-East Asia;Malaysia;MYS;2016;Opioids;Pharmaceutical opioids;Codeine;5616;
Asia;East and South-East Asia;Malaysia;MYS;2016;Non-specified;Psychotropic substances;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Cannabis-type;Marijuana (herb);;2784;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Cannabis-type;Hashish (resin);;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Cannabis-type;Cannabis plants;;6;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Cannabis-type;Cannabis seed;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Opioids;Heroin;;33;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Cocaine-type;Cocaine salts;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;ATS;Amphetamine;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;ATS;Ecstasy-type substances;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Hallucinogens;Non-specified hallucinogens;;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Hallucinogens;Other Hallucinogens;Psilocybin;0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Sedatives and Tranquillizers;Benzodiazepines;Diazepam (stesolid);0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Sedatives and Tranquillizers;Benzodiazepines;Alprazolam (Xanax);0;
Europe;South-Eastern Europe (including Turkey);Montenegro;MNE;2016;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Africa;Northern Africa;Morocco;MAR;2016;Cannabis-type;Hashish (resin);;236870;
Africa;Northern Africa;Morocco;MAR;2016;Cannabis-type;Marijuana (herb);Kif;296000;
Africa;Northern Africa;Morocco;MAR;2016;Cannabis-type;Other types of cannabis;;200;
Africa;Northern Africa;Morocco;MAR;2016;Opioids;Heroin;;15;
Africa;Northern Africa;Morocco;MAR;2016;Cocaine-type;Cocaine salts;;1621;
Africa;Northern Africa;Morocco;MAR;2016;ATS;Ecstasy-type substances;;131;
Africa;Northern Africa;Morocco;MAR;2016;Non-specified;Psychotropic substances;;10;
Asia;East and South-East Asia;Myanmar;MMR;2016;Cannabis-type;Marijuana (herb);;188178;
Asia;East and South-East Asia;Myanmar;MMR;2016;Opioids;Heroin;;769;
Asia;East and South-East Asia;Myanmar;MMR;2016;Opioids;Opium;Raw and prepared;1005;
Asia;East and South-East Asia;Myanmar;MMR;2016;Opioids;Illicit morphine;;472;
Asia;East and South-East Asia;Myanmar;MMR;2016;Opioids;Pharmaceutical opioids;Morphine;0;
Asia;East and South-East Asia;Myanmar;MMR;2016;ATS;Ecstasy-type substances;;0;
Asia;East and South-East Asia;Myanmar;MMR;2016;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;940;
Europe;Western and Central Europe;Netherlands;NLD;2016;Cannabis-type;Marijuana (herb);;13572;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cannabis-type;Hashish (resin);;844;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cannabis-type;Cannabis plants;;99407;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cannabis-type;Cannabis plants;Mother plants;1256;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cannabis-type;Cannabis plants;Cuttings;0;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cannabis-type;Marijuana (herb);Fruiting tops;1917;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Opioids;Heroin;;230;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Opioids;Heroin;;0;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Opioids;Opium;Raw and prepared;3;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Opioids;Pharmaceutical opioids;Methadone;0;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cocaine-type;Cocaine salts;;12009;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Cocaine-type;Cocaine salts;;1;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;ATS;Amphetamine;;1543;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;ATS;Methamphetamine;;53;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;ATS;Ecstasy-type substances;;398;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;ATS;Ecstasy-type substances;;211;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Sedatives and Tranquillizers;GHB;;21;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;201;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Hallucinogens;LSD;;0;Data for 2015 (2016 data not available)
Europe;Western and Central Europe;Netherlands;NLD;2016;Substances not under international control;Plant-based NPS;Khat;10999;Data for 2015 (2016 data not available)
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cannabis-type;Marijuana (herb);;524;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cannabis-type;Cannabis plants;;7836;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cannabis-type;Cannabis oil;;4;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cannabis-type;Cannabis seed;;2;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Opioids;Heroin;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Opioids;Opium;Raw and prepared;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Opioids;Opium;Raw and prepared;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Opioids;Illicit morphine;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Opioids;Illicit morphine;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Hallucinogens;LSD;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cocaine-type;Cocaine salts;;36;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cocaine-type;Coca leaf;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Cocaine-type;Non-specified cocaine;Liquid cocaine;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;ATS;Amphetamine;;27;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;ATS;Amphetamine;;1;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;ATS;Methamphetamine;;927;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;ATS;Methamphetamine;Liquid methamphetamine;31;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;ATS;Ecstasy-type substances;;11;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;ATS;Ecstasy-type substances;;2;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Sedatives and Tranquillizers;Benzodiazepines;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Sedatives and Tranquillizers;Benzodiazepines;;0;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Sedatives and Tranquillizers;GHB;;82;
Oceania;Australia and New Zealand;New Zealand;NZL;2016;Other miscellaneous;Other miscellaneous;GABA;0;
Europe;Western and Central Europe;Norway;NOR;2016;Cannabis-type;Marijuana (herb);;563;
Europe;Western and Central Europe;Norway;NOR;2016;Cannabis-type;Hashish (resin);;3026;
Europe;Western and Central Europe;Norway;NOR;2016;Cannabis-type;Cannabis plants;;48;
Europe;Western and Central Europe;Norway;NOR;2016;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Norway;NOR;2016;Opioids;Heroin;;13;
Europe;Western and Central Europe;Norway;NOR;2016;Opioids;Opium;Raw and prepared;1;
Europe;Western and Central Europe;Norway;NOR;2016;Cocaine-type;Cocaine salts;;102;
Europe;Western and Central Europe;Norway;NOR;2016;Cocaine-type;Coca leaf;;2;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Amphetamine;;401;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Amphetamine;;1;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Methamphetamine;;62;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Ecstasy-type substances;;12;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Ecstasy-type substances;;10;
Europe;Western and Central Europe;Norway;NOR;2016;ATS;Prescription stimulants;Methylphenidate (Ritalin, Concerta);1;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;Synthetic cathinones;4-Chloromethcathinone (4-CMC, Clephedrone);0;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;Synthetic cathinones;N-Ethylcathinone;0;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;Other NPS;Ethylphenidate;0;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;Other NPS;Ethylphenidate;0;
Europe;Western and Central Europe;Norway;NOR;2016;Sedatives and Tranquillizers;Benzodiazepines;;8;
Europe;Western and Central Europe;Norway;NOR;2016;Sedatives and Tranquillizers;GHB;;123;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;GBL;;222;
Europe;Western and Central Europe;Norway;NOR;2016;Other miscellaneous;Other miscellaneous;1,4-butanediol;1;
Europe;Western and Central Europe;Norway;NOR;2016;Sedatives and Tranquillizers;Other sedatives and tranquillizers;Zolpidem;0;
Europe;Western and Central Europe;Norway;NOR;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Norway;NOR;2016;Hallucinogens;Other Hallucinogens;2C-B (4-bromo-2,5-dimethoxyphenethylamine);0;
Europe;Western and Central Europe;Norway;NOR;2016;Hallucinogens;Other Hallucinogens;1P-LSD;0;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;Other Plant-based substances;Mushrooms;2;
Europe;Western and Central Europe;Norway;NOR;2016;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;0;
Asia;Near and Middle East/ South-West Asia;Pakistan;PAK;2016;Precursors;Acetic anhydride;;44454;
Asia;Near and Middle East/ South-West Asia;Pakistan;PAK;2016;Sedatives and Tranquillizers;Benzodiazepines;Rivotril (Clonazepam);0;
Asia;Near and Middle East/ South-West Asia;Pakistan;PAK;2016;Substances not under international control;Other substances not under int. control;Metamizole (Novalgin);0;
Americas;South America;Peru;PER;2016;Cannabis-type;Marijuana (herb);;7729;
Americas;South America;Peru;PER;2016;Cannabis-type;Cannabis plants;;142975;
Americas;South America;Peru;PER;2016;Opioids;Heroin;;1;
Americas;South America;Peru;PER;2016;Opioids;Opium;Raw and prepared;8;
Americas;South America;Peru;PER;2016;Cocaine-type;Cocaine salts;;13959;
Americas;South America;Peru;PER;2016;Cocaine-type;Coca leaf;;69319;
Americas;South America;Peru;PER;2016;Cocaine-type;Coca paste/cocaine base;;14035;
Americas;South America;Peru;PER;2016;ATS;Ecstasy-type substances;;0;
Asia;East and South-East Asia;Philippines;PHL;2016;Cannabis-type;Hashish (resin);;0;
Asia;East and South-East Asia;Philippines;PHL;2016;Cannabis-type;Cannabis plants;;2707787;
Asia;East and South-East Asia;Philippines;PHL;2016;Cannabis-type;Cannabis seed;;189;
Asia;East and South-East Asia;Philippines;PHL;2016;Cannabis-type;Marijuana (herb);Dried Leaves;1335;
Asia;East and South-East Asia;Philippines;PHL;2016;Cannabis-type;Cannabis plants;Seedlings;0;
Asia;East and South-East Asia;Philippines;PHL;2016;Cannabis-type;Marijuana (herb);Fruiting tops;281;
Asia;East and South-East Asia;Philippines;PHL;2016;Cocaine-type;Cocaine salts;;71;
Asia;East and South-East Asia;Philippines;PHL;2016;Cocaine-type;Non-specified cocaine;Liquid cocaine;1860;
Asia;East and South-East Asia;Philippines;PHL;2016;ATS;Amphetamine;;5;
Asia;East and South-East Asia;Philippines;PHL;2016;ATS;Methamphetamine;;2211;
Asia;East and South-East Asia;Philippines;PHL;2016;ATS;Ecstasy-type substances;;7;
Asia;East and South-East Asia;Philippines;PHL;2016;ATS;Other stimulants;;2;Mixed methamphetamine and ephedrine
Asia;East and South-East Asia;Philippines;PHL;2016;ATS;Methamphetamine;Liquid methamphetamine;2;
Asia;East and South-East Asia;Philippines;PHL;2016;Precursors;Ephedrine;;10;
Europe;Western and Central Europe;Poland;POL;2016;Cannabis-type;Marijuana (herb);;2569;
Europe;Western and Central Europe;Poland;POL;2016;Cannabis-type;Marijuana (herb);;0;
Europe;Western and Central Europe;Poland;POL;2016;Cannabis-type;Hashish (resin);;33;
Europe;Western and Central Europe;Poland;POL;2016;Cannabis-type;Cannabis plants;;10852;
Europe;Western and Central Europe;Poland;POL;2016;Cannabis-type;Cannabis oil;;170;
Europe;Western and Central Europe;Poland;POL;2016;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Heroin;;9;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Poland;POL;2016;Other miscellaneous;Anabolic steroids;;57;
Europe;Western and Central Europe;Poland;POL;2016;Other miscellaneous;Anabolic steroids;;0;
Europe;Western and Central Europe;Poland;POL;2016;Sedatives and Tranquillizers;Benzodiazepines;Rivotril (Clonazepam);0;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Pharmaceutical opioids;Fentanyl;0;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Pharmaceutical opioids;Methadone;2;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Pharmaceutical opioids;Methadone;2;
Europe;Western and Central Europe;Poland;POL;2016;Opioids;Pharmaceutical opioids;Tramadol;0;
Europe;Western and Central Europe;Poland;POL;2016;Cocaine-type;Cocaine salts;;449;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Non-specified ATS;;961;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Amphetamine;;943;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Methamphetamine;;18;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Ecstasy-type substances;;41;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Amphetamine;Liquid amphetamine;2;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Ecstasy-type substances;MDMA;40;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);46;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;Synthetic cathinones;3-MMC (3-Methylmethcathinone);11;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Other stimulants;;1;
Europe;Western and Central Europe;Poland;POL;2016;ATS;Other stimulants;;1;
Europe;Western and Central Europe;Poland;POL;2016;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Poland;POL;2016;Sedatives and Tranquillizers;GHB;;3;
Europe;Western and Central Europe;Poland;POL;2016;Sedatives and Tranquillizers;GHB;;218;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;GBL;;26061;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;GBL;;949;
Europe;Western and Central Europe;Poland;POL;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Poland;POL;2016;Hallucinogens;Other Hallucinogens;;2;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;Synthetic cathinones;alpha-pyrrolidinovalerophenone (alpha-PVP);8;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;Synthetic cathinones;4-MEC;46;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;Plant-based NPS;Khat;23;
Europe;Western and Central Europe;Poland;POL;2016;Substances not under international control;Synthetic cathinones;Pentedrone;0;
Europe;Western and Central Europe;Poland;POL;2016;Precursors;Ephedrine;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Marijuana (herb);;264;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Hashish (resin);;7068;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Cannabis plants;;463;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Cannabis seed;;5;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Cannabis-type;Other types of cannabis;;3;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Heroin;;57;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Cocaine-type;Cocaine salts;;1047;
Europe;Western and Central Europe;Portugal;PRT;2016;Cocaine-type;Crack;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;ATS;Amphetamine;;6;
Europe;Western and Central Europe;Portugal;PRT;2016;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;ATS;Methamphetamine;;1;
Europe;Western and Central Europe;Portugal;PRT;2016;ATS;Ecstasy-type substances;;41;
Europe;Western and Central Europe;Portugal;PRT;2016;Substances not under international control;Other substances not under int. control;Amfepramone;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Substances not under international control;Other substances not under int. control;Clobenzorex (Asenlix, Dinintel, Finedal, Rexigen);0;
Europe;Western and Central Europe;Portugal;PRT;2016;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Hallucinogens;Other Hallucinogens;2C-B (4-bromo-2,5-dimethoxyphenethylamine);0;
Europe;Western and Central Europe;Portugal;PRT;2016;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Hallucinogens;Other Hallucinogens;Mescaline;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Hallucinogens;Other Hallucinogens;Dimethyltryptamine (DMT);0;
Europe;Western and Central Europe;Portugal;PRT;2016;Substances not under international control;Other Plant-based substances;Mushrooms;1;
Europe;Western and Central Europe;Portugal;PRT;2016;Substances not under international control;Other Plant-based substances;Mushrooms;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Precursors;Ephedrine;;0;
Europe;Western and Central Europe;Portugal;PRT;2016;Other miscellaneous;Other miscellaneous;Speedball (powerball);0;
